Recency,Frequency,Monetary,churn
31,2,547.0600000000001,0
276,1,108.5,1
87,1,621.66,0
120,2,712.29,1
373,1,101.55,1
1,11,2895.64,0
219,3,1008.39,1
65,1,133.06,0
61,4,1797.5,0
138,1,868.49,1
21,1,166.07999999999998,0
12,10,3945.0,0
25,12,4867.72,0
37,4,1207.56,0
277,1,117.55,1
11,7,2638.94,0
73,5,1674.69,0
26,2,595.42,0
17,12,2999.46,0
141,1,178.75,1
26,7,1802.91,0
19,2,604.64,0
4,2,728.16,0
66,5,2055.51,0
1,2,347.75,0
43,7,3406.7200000000003,0
228,1,205.7,1
16,4,1572.71,0
50,2,3178.17,0
2,6,1594.97,0
74,2,551.04,0
1,31,20374.28,0
4,6,1371.18,0
2,30,16345.38,0
264,1,298.11,1
53,2,1992.1100000000001,0
24,1,184.4,0
10,6,2474.33,0
44,1,239.41,0
17,7,3155.83,0
7,7,5739.46,0
30,15,4726.8,0
358,2,290.40000000000003,1
127,4,740.94,1
137,1,200.47,1
142,1,283.12,1
132,2,765.34,1
38,8,2285.71,0
236,1,338.95,1
261,1,154.95,1
17,4,2534.64,0
253,1,417.95,1
30,4,1824.37,0
35,3,798.74,0
169,2,885.19,1
3,9,1823.52,0
4,17,10504.49,0
185,2,152.4,1
188,2,263.33,1
170,1,137.45,1
11,2,385.1,0
45,1,522.91,0
321,1,153.0,1
201,1,326.4,1
23,11,5655.99,0
232,1,139.35,1
38,15,5396.04,0
26,4,1195.94,0
96,4,2424.04,1
127,6,3276.4000000000005,1
71,3,1033.0,0
16,11,3439.08,0
15,1,1060.25,0
4,3,2876.01,0
3,13,5298.4800000000005,0
79,4,1240.11,0
373,1,303.97,1
39,2,692.19,0
54,3,700.63,0
2,19,13110.02,0
9,3,377.44,0
9,2,168.24,0
19,4,1879.05,0
12,7,2791.35,0
113,2,355.11,1
4,6,2322.4,0
240,1,110.25,1
113,1,71.4,1
178,2,674.52,1
5,9,1710.45,0
359,1,80.64,1
1,5,1664.6499999999999,0
1,30,5593.39,0
19,8,3408.2,0
17,3,819.96,0
22,2,287.59,0
33,1,712.78,0
263,1,15.0,1
51,2,772.55,0
159,3,367.63,1
15,1,271.2,0
8,3,2081.9,0
13,10,3957.43,0
199,5,1143.27,1
57,2,245.81,0
11,2,173.45,0
97,4,1213.73,1
255,1,56.4,1
25,3,647.56,0
21,3,650.32,0
159,2,188.02,1
72,2,283.47,0
53,1,131.94,0
85,2,266.85,0
153,4,1817.54,1
74,2,1117.9,0
281,1,225.9,1
27,14,1964.3,0
30,1,106.1,0
25,1,300.34,0
180,2,342.83,1
40,4,690.0,0
22,3,780.43,0
22,10,3039.17,0
37,9,1187.21,0
82,3,1285.04,0
74,1,512.31,0
11,1,546.04,0
16,12,5411.91,0
4,39,7761.82,0
13,4,699.81,0
14,5,1698.07,0
37,4,36.56,0
4,3,387.68,0
72,7,3704.87,0
51,1,298.4,0
5,5,1987.33,0
23,4,1820.09,0
299,1,889.24,1
2,3,398.7,0
33,1,35.400000000000006,0
50,1,155.37,0
3,3,342.24,0
47,1,110.21000000000001,0
42,8,1541.23,0
27,5,2720.8,0
42,1,318.15,0
2,124,40519.84,0
303,1,205.48,1
107,1,51.559999999999995,1
85,1,2033.1,0
81,9,901.2,0
218,4,605.8000000000001,1
372,34,5391.21,1
12,2,114.34,0
185,2,311.26,1
373,1,208.97,1
2,4,1418.03,0
4,23,26879.04,0
6,12,5140.66,0
305,1,141.92,1
369,1,226.45000000000002,1
3,8,2097.88,0
324,1,330.9,1
59,6,3160.0,0
13,3,554.85,0
31,20,10526.32,0
143,1,329.65000000000003,1
30,6,1157.8700000000001,0
107,5,428.18,1
2,12,1865.8899999999999,0
205,1,155.9,1
80,5,1848.96,0
185,6,683.46,1
170,1,237.61,1
44,1,379.45,0
174,1,178.52,1
365,1,458.92,1
304,1,133.35,1
3,4,664.34,0
4,4,695.07,0
12,1,156.34,0
32,3,869.28,0
129,1,111.35,1
21,8,716.0,0
212,2,201.37,1
323,2,586.89,1
162,1,203.85999999999999,1
56,3,244.1,0
225,1,107.21,1
72,8,1118.96,0
44,1,95.45,0
23,1,256.32,0
173,3,541.81,1
85,2,152.06,0
159,1,154.55,1
190,2,112.19999999999999,1
29,1,110.38,0
21,1,181.07,0
71,4,798.99,0
247,1,72.9,1
374,1,232.03,1
9,1,366.23,0
310,5,310.06,1
59,2,408.65,0
4,1,329.36,0
45,3,335.03,0
88,1,1304.04,0
4,17,4119.5,0
64,4,820.23,0
282,1,207.50000000000003,1
12,7,2962.5,0
373,1,244.08,1
133,2,397.29,1
45,2,212.54,0
11,4,843.0,0
36,5,1740.48,0
134,2,408.36,1
29,3,1331.57,0
52,2,704.25,0
138,2,145.79,1
5,1,380.13,0
9,7,4301.22,0
160,1,99.14,1
49,10,4020.04,0
131,1,304.56,1
8,1,77.50000000000001,0
233,2,149.57999999999998,1
37,1,176.68,0
147,1,358.56000000000006,1
1,45,58510.48,0
72,3,482.2,0
40,3,1008.5400000000001,0
5,12,2314.13,0
199,4,557.3,1
249,1,12.75,1
66,1,111.68,0
117,1,508.46000000000004,1
171,1,73.78,1
21,39,1296.44,0
142,1,102.41,1
32,2,463.21,0
38,14,2599.19,0
38,5,1098.43,0
372,1,112.27,1
374,1,265.1,1
166,2,228.2,1
211,1,562.79,1
242,1,135.19,1
52,1,337.04,0
25,3,703.99,0
15,13,4483.26,0
372,1,321.79,1
29,1,288.14,0
365,1,300.91999999999996,1
36,4,732.41,0
166,3,811.45,1
145,1,152.68,1
22,1,631.35,0
56,1,20.8,0
185,1,198.57,1
12,7,201.12,0
237,3,630.84,1
225,2,93.35,1
122,4,674.89,1
282,1,76.1,1
74,8,1962.46,0
37,2,380.39,0
12,2,415.13,0
362,1,157.92,1
4,2,226.47,0
23,1,444.68,0
70,9,2116.19,0
235,1,247.39,1
257,1,174.8,1
373,1,102.78999999999999,1
155,2,187.29,1
28,1,162.22,0
4,1,120.03,0
32,5,1477.66,0
81,3,523.0,0
108,2,122.14,1
52,1,38.45,0
36,1,612.72,0
153,2,389.78,1
99,1,115.31,1
4,2,230.64999999999998,0
334,1,73.5,1
65,1,93.82000000000001,0
22,2,418.68,0
36,3,713.89,0
32,3,403.12,0
154,6,70.02,1
19,2,357.20000000000005,0
12,21,4097.37,0
54,1,165.04999999999998,0
25,3,529.29,0
4,10,2088.6,0
45,1,178.34,0
203,2,172.29000000000002,1
359,1,74.4,1
71,1,300.02,0
7,10,6761.34,0
288,1,363.65,1
10,1,170.16,0
23,3,306.46,0
22,10,2119.41,0
173,3,720.52,1
133,2,814.0,1
6,14,2392.83,0
75,1,318.0,0
40,1,396.33,0
289,1,101.7,1
26,5,2009.24,0
258,2,453.0,1
186,1,247.44,1
114,12,3859.82,1
374,1,489.6,1
23,10,2611.75,0
8,11,2584.41,0
217,2,336.13,1
45,4,3613.15,0
19,2,1231.5,0
36,3,343.45,0
26,1,680.84,0
16,1,90.48,0
330,2,689.95,1
274,1,101.34,1
98,2,4055.7200000000003,1
61,1,166.03,0
2,11,9068.26,0
93,4,2106.52,1
82,7,3017.3,0
313,2,580.05,1
12,3,849.06,0
8,6,2662.4,0
127,1,168.31,1
11,2,222.4,0
1,60,259657.3,0
37,1,754.64,0
38,1,113.48000000000002,0
330,1,421.9,1
254,1,271.0,1
2,26,8004.92,0
20,1,198.8,0
12,2,352.69,0
369,1,76.32000000000001,1
290,1,220.1,1
68,8,1403.1100000000001,0
26,1,315.65,0
11,26,5625.08,0
368,1,180.7,1
214,1,111.15,1
149,2,653.3000000000001,1
8,6,1793.06,0
24,2,574.4399999999999,0
30,4,1131.75,0
61,1,200.92,0
19,3,347.08,0
243,1,112.55000000000001,1
15,3,1059.39,0
212,1,931.5,1
29,5,681.91,0
63,3,784.33,0
295,1,152.65,1
18,6,8438.34,0
157,2,1019.52,1
117,2,1000.16,1
8,12,2888.75,0
13,4,2861.55,0
141,2,160.35,1
46,2,179.34,0
51,3,612.0799999999999,0
32,3,566.58,0
135,2,653.35,1
3,2,399.19,0
75,3,371.62,0
13,2,675.64,0
9,2,453.4,0
301,1,530.15,1
57,2,638.0600000000001,0
15,5,1618.69,0
37,1,399.65,0
177,1,302.46,1
23,3,1384.8600000000001,0
176,6,1160.04,1
61,1,202.65,0
33,3,980.3100000000001,0
59,5,1231.31,0
15,20,7561.68,0
87,4,2106.84,0
7,1,104.0,0
358,1,476.35,1
31,6,1340.8700000000001,0
129,4,1590.81,1
9,6,1793.17,0
5,6,1843.75,0
24,1,366.85,0
227,2,632.07,1
15,1,49.8,0
249,1,304.25,1
15,3,2001.04,0
78,2,1090.24,0
192,2,284.46000000000004,1
262,1,207.8,1
72,1,957.97,0
165,1,243.76,1
82,1,973.84,0
95,2,686.63,1
4,17,5425.56,0
106,1,150.35,1
200,3,1396.99,1
157,1,160.42000000000002,1
71,3,1975.3500000000001,0
36,2,517.36,0
29,1,139.10000000000002,0
2,6,2621.38,0
26,5,600.07,0
326,1,216.07,1
237,1,232.48000000000002,1
89,1,299.34000000000003,0
31,1,481.75,0
29,2,621.75,0
211,2,641.92,1
3,10,2069.77,0
227,1,305.28,1
22,5,1041.61,0
93,1,443.0,1
5,14,6484.54,0
264,1,158.95000000000002,1
3,12,5504.96,0
44,11,5228.05,0
218,1,93.75,1
57,2,779.9,0
12,20,7276.9,0
9,7,2810.2000000000003,0
192,5,2071.77,1
82,4,592.97,0
326,1,440.0,1
72,3,1796.48,0
30,6,882.24,0
3,5,987.1,0
219,5,1561.6100000000001,1
46,1,422.58,0
10,17,2073.09,0
72,4,2232.4900000000002,0
7,7,2567.06,0
24,2,596.1,0
123,2,804.02,1
17,1,95.34,0
310,1,349.27,1
87,1,4314.72,0
51,2,518.27,0
89,1,103.30000000000001,0
39,8,2337.63,0
25,3,2338.6,0
173,6,2628.35,1
43,2,324.24,0
140,1,149.48,1
26,3,1213.16,0
72,2,801.51,0
134,1,25.5,1
366,1,168.60000000000002,1
38,2,283.15000000000003,0
3,6,3078.58,0
2,3,204.0,0
30,1,175.92,0
44,1,335.86,0
58,1,110.38,0
74,1,173.9,0
278,1,180.60000000000002,1
181,1,80.82,1
8,2,178.05,0
4,16,2045.53,0
43,3,1837.28,0
